Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2020-002013,7/21/2020,12:28:00 AM,PARKING LOT - VANIER VISITORS,"Mischief, Under $5000",University Property,A Security patrol observed an unauthorized poster in the parking lot. The Work Control Centre was notified.
2020-002015,7/21/2020,10:14:00 AM,BENNETT CENTRE FOR STUDENT SERVICES,Fire Alarm,Contractor\Const.,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be contractors working in the building."
2020-002016,7/21/2020,11:46:00 AM,SECOND STUDENT CENTRE,"Mischief, Under $5000",University Property,Security responded to a report of a smashedpaneofglass. TheWorkControl Centre was notified.
2020-002017,7/21/2020,1:41:00 PM,GLENDON COLLEGE - YORK HALL,Fire Alarm,Malfunction,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction."
2020-002020,7/21/2020,5:34:00 PM,STONG COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door in Stong College. The door was secured.
2020-002026,7/22/2020,3:03:00 PM,VICTOR PHILLIP DAHDALEH BUILDING,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure emergency exit door. The lock had been tampered with and the door was secured.
2020-002027,7/22/2020,5:15:00 PM,CALUMET COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and the door was secured.
2020-002029,7/22/2020,11:06:00 PM,STEDMAN LECTURE HALLS,Emergency Medical,Injury,Security responded to a report of a community member with a glass shard embedded in their foot. First aid was provided on scene. Further medical care was declined.
2020-002030,7/23/2020,3:38:00 AM,BEHAVIOURAL SCIENCE BUILDING,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering in the building. The male was directed to leave the building. A description of the male was obtained.
2020-002031,7/23/2020,10:21:00 AM,YORK LANES OFFICES,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering in a second floor office area. The male was directed to leave the building. A description of the male was obtained.
2020-002035,7/24/2020,1:57:00 PM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,Security responded to a report that two mailboxes had been tampered with. Housing Services was notified.
2020-002036,7/25/2020,1:03:00 AM,SHOREHAM DRIVE,Motor Vehicle Incident,Dangerous Operation,Security and Toronto Police responded to investigate a report of a large gathering of individuals and vehicles at the intersection of The Pond Road and Shoreham Drive. Several vehicles were being operated in a dangerous manner. Several vehicles fled at a high rate of speed upon the arrival of Police. The remaining crowd and vehicles were dispersed.
2020-002038,7/25/2020,11:16:00 AM,OTTAWA ROAD,"Mischief, Under $5000",University Property,A Security patrol observed of group of individuals discarding garbage debris out of their moving vehicle. A description of the vehicle and a licence plate number were obtained.
2020-002039,7/25/2020,1:19:00 PM,WINTERS COLLEGE,"Disturbance, Causing",Loitering,Security responded to a report that an unknown male was loitering and using a public access computer without authorization. The male was cautioned and directed to leave the building.
2020-002041,7/26/2020,3:03:00 PM,YORK LANES RETAIL,Damage,University Property,Security responded to a report of a smashed pane of glass at a retail store. A community member skateboarding in the mall lost control of the skateboard which crashed into and smashed the glass. The community member was identified.
2020-002042,7/26/2020,3:29:00 PM,PARKING LOT - FOUNDERS ROAD WEST RESERVED,Information,Parking Complaint,A Security patrol encountered a damaged vehicle that appeared to have been abandoned at the North entrance to the parking lot. Toronto Police were notified. The vehicle to be moved by the owner the following day.
2020-002043,7/26/2020,5:44:00 PM,KEELE CAMPUS RESIDENCE,Domestic Dispute,Community Member,Security and Toronto Police responded to investigate a report of a dispute inside an apartment. Two individuals confirmed they had been involved in a domestic dispute. All was reported to be in order and police determined no further action was required.
2020-002045,7/27/2020,9:05:00 AM,COMMON ROAD,"Theft, Under $5000",Private Property,Complainant reported the theft of a bicycle that was secured to the bike rack outside the York Lanes mall.
2020-002047,7/27/2020,10:06:00 AM,"HEALTH, NURSING and ENVIRONMENTAL STUDIES",Fire Alarm,Malfunction,"Security, York Fire Prevention and Toronto Fire responded to a fire alarm. The cause of the alarm was determined to be a malfunction."
2020-002052,7/28/2020,5:50:00 AM,BENNETT CENTRE FOR STUDENT SERVICES,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male asleep in a stairwell on the second floor. The male was directed to leave the building and complied without incident. A description of the male was obtained.
2020-002049,7/28/2020,7:06:00 AM,PARKING LOT - NELSON ROAD RESERVED,"Disturbance, Causing",Common Nuisance,Security responded to a report of an unknown male causing a disturbance in the parking lot. A description of the male was obtained.
2020-002054,7/28/2020,7:27:00 AM,MCLAUGHLIN COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure loading dock door. The lock had been tampered with. The door was secured.
2020-002053,7/28/2020,7:46:00 AM,FOUNDERS COLLEGE,"Disturbance, Causing",Loitering,A Security patrol encountered a known community member loitering in the building. The individual was identified and directed to leave the building.
2020-002055,7/28/2020,8:40:00 AM,THOMPSON ROAD,Suspicious Vehicle,Subject not Identified,A Security patrol observed a parked vehicle with a damaged window. Toronto Police advised the vehicle had not been reported as stolen. A licence plate number was obtained.
2020-002056,7/28/2020,11:42:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male asleep in the west vestibule. The individual was identified as a previously trespassed non-community member and directed to leave campus.
2020-002058,7/29/2020,1:16:00 AM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be excessive noise emanating from inside an apartment. The leaseholder was identified and requested to lower the noise level.
2020-002063,7/29/2020,1:20:00 AM,CALUMET COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure southeast perimeter door. The lock had been tampered with. The door was secured.
2020-002065,7/29/2020,4:39:00 AM,PARKING LOT 10 - RIDEAU ROAD,"Mischief, Under $5000",University Property,Security responded to a report of illegal dumping of household garbage in the parking lot. The Work Control Centre was notified.
2020-002060,7/29/2020,8:34:00 AM,GLENDON COLLEGE - LOWER LOT HILL,Damage,University Property,A Security patrol discovered a damaged lamp standard located on the roadway adjacent to the Proctor Field House. The lamp was not secured correctly to the pole. The Work Control Centre was notified.
2020-002067,7/30/2020,4:21:00 AM,PASSY RESIDENCE,Emergency Medical,Sudden Illness,"Security, Toronto Police, Toronto Fire and EMS responded to a report that a community member was experiencing adverse effects after using an unknown drug. EMS transported the individual to hospital for further medical care."
2020-002068,7/30/2020,4:40:00 AM,FOUNDERS COLLEGE,"Disturbance, Causing",Loitering,Security responded to a report of three unknown males loitering in the building. Descriptions of the males were obtained.
2020-002074,7/30/2020,9:39:00 AM,CHEMISTRY BUILDING,Hate Incident,Non-Threatening,Security and Toronto Police responded to investigate hate based graffiti written on a second floor elevator door. The Work Control Centre was notified.
2020-002076,7/31/2020,1:22:00 AM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,Security responded to a report of an unknown male asleep in the west vestibule. The male was directed to leave the building. A description of the male was obtained.
2020-002079,7/31/2020,4:00:00 AM,WINTERS COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The lock had been tampered with and was secured.
2020-002080,7/31/2020,6:23:00 AM,380 ASSINIBOINE ROAD RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a delivery package left unattended in a hallway. Toronto Police was notified.
2020-002081,7/31/2020,7:42:00 AM,PASSY RESIDENCE,Fire Alarm,Smoke in the Building,"Security, York Fire Prevention and Toronto Fire responded to investigate a strong odour of smoke in the building. The building and surrounding area was checked visually and with thermal detection equipment. A fire watch was initiated and the area ventilated. No further reports of smoke were received and all was in order."
2020-002083,8/1/2020,2:54:00 AM,FOUNDERS RESIDENCE,Information,Health & Safety Concern,Security and Residence Life staff responded to check on the well-being of the residents following an anonymous 911 call that originated in the residence. A floor by floor search was conducted by Security and Residence staff. All appeared to be in order.
2020-002082,8/1/2020,4:34:00 AM,PASSY RESIDENCE,"Mischief, Under $5000",University Property,Security responded to a report of deliberate damage to mail boxes in the residence lobby. Housing Services was notified.
2020-002085,8/1/2020,9:03:00 AM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure stairwell emergency exit door. The lock had been tampered with and the door was secured.
2020-002084,8/1/2020,10:53:00 AM,PASSY RESIDENCE,Noise Complaint,Source not Located,Security responded to a noise complaint. Upon arrival all was quiet and appeared to be in order.
2020-002087,8/2/2020,4:54:00 AM,PARKING LOT - ALBANY ROAD RESERVED,"Mischief, Under $5000",University Property,A Security patrol discovered an illegal dumping site in the parking lot. The Work Control Centre was notified
2020-002088,8/3/2020,12:29:00 AM,320 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,Security responded to a complaint of excessive noise emanating from inside an apartment. The source was located and the leaseholder was cautioned.
2020-002089,8/3/2020,8:27:00 AM,VANIER COLLEGE,"Mischief, Under $5000",Private Property,Security responded to a report of two damaged vending machines in the lobby. The glass panels had been smashed. Vending Services and the Work Control Centre were notified.
