Incident Number,Reported Date,Reported Time,Location,Category,Subcategory,Incident Summary
2021-001704,7/30/2021,11:22:00 PM,YORK LANES RETAIL,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering inside a first floor washroom. The individual was cautioned and directed to leave the building.
2021-001705,7/31/2021,12:16:00 AM,360 ASSINIBOINE ROAD RESIDENCE,Noise Complaint,Source Located,"Security responded to a noise complaint. The source of the noise was determined to be a loud gathering inside an apartment. The leaseholder was identified, cautioned and requested to lower the noise level."
2021-001706,7/31/2021,10:10:00 AM,MCLAUGHLIN COLLEGE,"Mischief, Under $5000",University Property,"A Security patrol discovered two insecure perimeter doors, A stairwell emergency exist door and a loading dock door had been tampered with. The doors were secured."
2021-001709,7/31/2021,2:58:00 PM,"HEALTH, NURSING and ENVIRONMENTAL STUDIES","Disturbance, Causing",Loitering,A Security patrol discovered evidence of individuals loitering and sleeping under a staircase on the basement level. The Work Control Centre was notified for clean up.
2021-001712,7/31/2021,3:42:00 PM,YORK LANES OFFICES,"Disturbance, Causing",Loitering,"A Security patrol encountered an unknown male loitering in a third floor office area. When approached, the individual quickly left the area. A description of the individual was obtained."
2021-001713,7/31/2021,4:01:00 PM,COLONNADE,Disorderly Behaviour,Alcohol - open in public place,"A Security patrol encountered an unknown male consuming alcohol in the North Colonnade. The individual, identified as a non-community member was cautioned and directed to leave campus."
2021-001717,8/1/2021,2:36:00 AM,PASSY RESIDENCE,Noise Complaint,Source not Located,"Security responded to a noise complaint in the courtyard. Upon arrival, all was quiet and appeared to be in order."
2021-001719,8/1/2021,9:11:00 AM,GLENDON COLLEGE,Damage,University Property,A Security patrol observed damage to a University vehicle. The cause of the damage was not determined.
2021-001718,8/1/2021,9:30:00 AM,PARKING LOT - NELSON ROAD RESERVED,Damage,University Property,A Security patrol discovered a damaged parking lot sign. The cause of the damage was not determined.
2021-001721,8/1/2021,11:24:00 PM,LASSONDE BUILDING,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering inside a first floor washroom. The individual was identified and directed to leave campus.
2021-001722,8/2/2021,11:09:00 PM,LASSONDE BUILDING,"Mischief, Under $5000",University Property,Security responded to a report regarding the misuse of a first floor washroom facility. A washroom sink and stall were soiled with blood and feces. The area was sanitized before resuming normal operations.
2021-001723,8/3/2021,1:16:00 AM,PASSY RESIDENCE,Noise Complaint,Source Located,Security responded to a noise complaint. The source of the noise was determined to be a loud gathering of individuals in the courtyard. The group was cautioned and requested to lower the noise level.
2021-001725,8/3/2021,6:10:00 PM,TAIT MCKENZIE BLDG,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door had been tampered with. The issue was resolved and the door secured.
2021-001726,8/3/2021,9:12:00 PM,STEDMAN LECTURE HALLS,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door had been tampered with. The issue was resolved and the door secured.
2021-001727,8/4/2021,2:47:00 AM,KEELE CAMPUS RESIDENCE,Information,Health & Safety Concern,Security and Toronto Police responded to check on the well-being of a resident. The leaseholder advised the individual was no longer a resident.
2021-001731,8/4/2021,5:55:00 AM,GLENDON COLLEGE - PRINCIPAL'S PARKING LOT,Recovered Stolen Property,Private Property,Security and Toronto Police responded to investigate a report of an abandoned vehicle parked in the Principal's lot. Police advised the vehicle had been stolen from an off campus location. The vehicle was removed by police.
2021-001728,8/4/2021,6:00:00 AM,POND ROAD and SENTINEL RD,Information,Health & Safety Concern,A Security patrol encountered an unknown male asleep on the sidewalk south of the Pond Road Residence. The male declined assistance and was escorted off campus.
2021-001729,8/4/2021,7:44:00 AM,PARKING GARAGE - YORK LANES (PS1),"Disturbance, Causing",Loitering,"Security responded to a report of an unknown male loitering inside a stairwell. The male, identified as a known non- community member, acted in a belligerent manner. He was cautioned and escorted out of the garage."
2021-001730,8/4/2021,8:29:00 AM,COLONNADE,"Disturbance, Causing",Loitering,A Security patrol encountered a non- community member asleep on a bench in the North Colonnade. The male was cautioned and directed to leave campus.
2021-001737,8/4/2021,9:33:00 AM,VARI HALL,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member asleep in a second floor hallway. The individual was identified, cautioned and escorted out of the building."
2021-001732,8/4/2021,3:14:00 PM,VARI HALL,"Theft, Attempt",University Property,Security responded to a report that two unknown males attempted to steal washroom supplies. One involved individual was observed exiting the building and was identified as a previously trespassed non-community member.
2021-001733,8/4/2021,3:19:00 PM,VARI HALL,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering inside a second floor washroom. The individual was identified as a previously trespassed non- community member and directed to leave campus.
2021-001734,8/4/2021,3:41:00 PM,PASSY RESIDENCE,"Theft, Under $5000",Private Property,Complainant reported the theft of a package that had been delivered and left unattended in the mailroom.
2021-001735,8/4/2021,3:58:00 PM,VANIER COLLEGE,"Mischief, Under $5000",University Property,A Security patrol discovered an insecure perimeter door. The door had been tampered with. The issue was resolved and the door secured.
2021-001736,8/4/2021,4:25:00 PM,90 ATKINSON ROAD RESIDENCE,Trespass to Property Act,Non-Community Member,"Security and Toronto Police responded to a report that an unknown male was acting in a concerning manner near the Daycare Centre playground. The male was identified as a previously trespassed non- community member. He was cautioned by Police, issued a trespassing notice and escorted off campus."
2021-001738,8/4/2021,8:18:00 PM,PARKING GARAGE - YORK LANES (PS1),"Mischief, Under $5000",University Property,A Security patrol discovered a fire extinguisher had been discharged without cause in the parking garage. York Fire Prevention was notified.
2021-001742,8/5/2021,9:01:00 AM,YORK LANES OFFICES,"Disturbance, Causing",Loitering,A Security patrol encountered an unknown male loitering inside a washroom located in the second floor office area. The male was cautioned and escorted out of the building.
2021-001746,8/5/2021,9:15:00 AM,GLENDON COLLEGE,Hate Incident,Threatening,Security and Toronto Police responded to investigate a report of hate based graffiti written on University signs located at the Don River trail entrance. The Work Control Centre was notified for removal.
2021-001745,8/5/2021,11:00:00 AM,GLENDON COLLEGE - PROCTOR FIELD HOUSE,Emergency Medical,Sudden Illness,Security and EMS responded to a report of a visitor experiencing dizziness. EMS assessed the individual on scene. Further medical care was declined.
2021-001743,8/5/2021,11:05:00 AM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,"A Security patrol encountered a previously trespassed non-community member bathing inside a first floor washroom. The individual was identified, cautioned and directed to leave campus."
2021-001744,8/5/2021,11:19:00 AM,STONG POND AREA,Emergency Medical,Slip\Trip\Fall,Security responded to a report that a community member sustained an ankle injury while walking in a grassy area near the Stong Pond. First aid was provided on scene. Further medical care was declined.
2021-001750,8/6/2021,2:51:00 AM,PARKING LOT - POND ROAD,Noise Complaint,Source Located,Security responded to a report of a group of individuals playing loud music from their vehicle. The group was cautioned and requested to lower the noise level. The complied and left campus.
2021-001751,8/6/2021,11:30:00 AM,YORK LANES OFFICES,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering in the building. The individual was identified and directed to leave campus.
2021-001755,8/6/2021,12:29:00 PM,FINE ARTS ROAD,Trespass to Property Act,Non-Community Member,A Security patrol encountered a previously trespassed non-community member loitering outside the Goldfarb Centre for Fine Arts. The male was cautioned and escorted off campus.
2021-001752,8/6/2021,12:50:00 PM,YORK LANES OFFICES,Suspicious Persons,Subject not Identified,A Security patrol encountered an individual attempting to enter a third floor office area. The individual was cautioned and directed to leave the building.
2021-001753,8/6/2021,12:56:00 PM,LASSONDE BUILDING,"Mischief, Under $5000",University Property,A Security patrol discovered deliberate damage to signage located in a basement level hallway. The Work Control Centre was notified.
2021-001756,8/6/2021,5:29:00 PM,YORK LANES RETAIL,Trespass to Property Act,Non-Community Member,Security responded to a report of an unknown male loitering inside a washroom for several hours. The male was identified as a previously trespassed non-community member. He was cautioned and escorted off campus.
